Stimulus,Lexicality,Length,Subtokens,Num_Splits,Wordiness,Morphessor_Scores,Reading_Time,Accuracy
kraalbeeld,N,10,"['kra', 'al', 'beeld']",2,0.7,28.47,747.21,0.9
kraanheid,N,9,"['kraan', 'heid']",1,0.78,20.67,768.42,0.82
kraap,N,5,"['k', 'raap']",1,0.6,19.61,727.92,0.92
kraapje,N,7,"['k', 'raap', 'je']",2,0.57,28.42,759.91,0.92
kraapjes,N,8,"['k', 'raap', 'jes']",2,0.62,28.63,772.53,0.87
kraartjes,N,9,"['kra', 'ar', 'tjes']",2,0.67,29.98,748.97,0.97
kraat,N,5,"['kraa', 't']",1,0.6,19.59,691.65,0.9
kraatje,N,7,"['kraa', 'tje']",1,0.71,23.76,741.47,0.95
kraatjes,N,8,"['kraa', 'tjes']",1,0.75,22.56,765.1,0.9
kraatkand,N,9,"['kraa', 'tk', 'and']",2,0.67,34.36,685.49,1.0
kraatpa,N,7,"['kraa', 't', 'pa']",2,0.57,28.71,582.1,1.0
kraatpa's,N,9,"['kraa', 't', 'pa', ""'s""]",3,0.56,39.01,631.23,1.0
kraatse,N,7,"['kraa', 't', 'se']",2,0.57,28.05,689.86,0.97
kraatten,N,8,"['kra', 'atten']",1,0.75,23.07,709.34,1.0
kraattes,N,8,"['kraa', 'tte', 's']",2,0.62,30.33,636.42,1.0
krad,N,4,"['k', 'rad']",1,0.5,17.73,617.5,1.0
kraf,N,4,"['kr', 'af']",1,0.5,18.08,763.88,0.9
kral,N,4,"['kra', 'l']",1,0.5,18.63,697.03,0.97
kraler,N,6,"['kra', 'l', 'er']",2,0.5,25.21,714.65,0.92
krallen,N,7,"['kr', 'all', 'en']",2,0.57,27.26,717.97,0.85
krammels,N,8,"['k', 'rammel', 's']",2,0.62,25.82,697.49,0.95
kran,N,4,['kran'],0,0.75,11.34,646.5,0.97
krappend,N,8,"['k', 'rapp', 'end']",2,0.62,27.64,790.14,0.82
krappers,N,8,"['k', 'rapp', 'ers']",2,0.62,26.92,796.39,0.92
krave,N,5,"['kra', 've']",1,0.6,20.69,584.53,1.0
kraven,N,6,"['kra', 'ven']",1,0.67,21.24,670.36,1.0
krazen,N,6,"['kra', 'zen']",1,0.67,21.81,676.83,0.95
krecht,N,6,"['k', 'recht']",1,0.67,16.68,756.22,0.85
krechten,N,8,"['k', 'rechten']",1,0.75,18.74,726.43,0.92
krecieus,N,8,"['k', 'reci', 'e', 'us']",3,0.5,35.51,616.59,1.0
kreden,N,6,"['k', 'reden']",1,0.67,17.73,679.38,1.0
kreed,N,5,"['k', 'reed']",1,0.6,18.82,631.11,0.97
kreefjes,N,8,"['kree', 'f', 'jes']",2,0.62,29.08,811.95,0.64
kreegt,N,6,"['kree', 'gt']",1,0.67,24.3,726.52,0.72
kreekt,N,6,"['kree', 'kt']",1,0.67,24.01,802.5,0.9
kreeltje,N,8,"['kree', 'l', 'tje']",2,0.62,30.38,749.61,0.97
kreeltjes,N,9,"['kree', 'l', 'tjes']",2,0.67,29.18,687.0,0.87
kreen,N,5,"['kree', 'n']",1,0.6,19.93,626.03,1.0
kreentjes,N,9,"['kr', 'eentje', 's']",2,0.67,28.68,648.03,0.97
kreep,N,5,"['kree', 'p']",1,0.6,19.61,752.12,0.85
kreertjes,N,9,"['kr', 'eer', 'tjes']",2,0.67,29.61,676.53,0.95
krekken,N,7,"['k', 'rekke', 'n']",2,0.57,26.97,731.81,0.95
krel,N,4,"['k', 'rel']",1,0.5,18.45,644.43,0.97
krelel,N,6,"['k', 'rel', 'el']",2,0.5,26.21,610.21,1.0
krelt,N,5,"['k', 'rel', 't']",2,0.4,25.09,646.95,1.0
krem,N,4,"['k', 'rem']",1,0.5,17.44,688.22,0.97
kretsen,N,7,"['kr', 'etsen']",1,0.71,22.7,684.11,0.92
kretste,N,7,"['kret', 'ste']",1,0.71,22.2,746.89,1.0
kretten,N,7,"['kret', 'ten']",1,0.71,21.93,688.54,1.0
kreuen,N,6,"['k', 'reu', 'en']",2,0.5,26.34,644.34,0.92
kreune,N,6,"['kreun', 'e']",1,0.67,19.16,726.47,0.9
kreutjes,N,8,"['k', 'reu', 'tjes']",2,0.62,29.73,685.91,0.97
krichie,N,7,"['k', 'rich', 'ie']",2,0.57,27.8,597.18,1.0
kridt,N,5,"['kr', 'id', 't']",2,0.4,27.51,583.51,1.0
kriegt,N,6,"['kr', 'ieg', 't']",2,0.5,29.63,714.15,1.0
krien,N,5,"['kr', 'ien']",1,0.6,22.29,604.61,0.97
krienel,N,7,"['k', 'rie', 'nel']",2,0.57,29.95,609.32,1.0
krienels,N,8,"['kr', 'ien', 'els']",2,0.62,33.22,599.75,0.97
kriep,N,5,"['k', 'riep']",1,0.6,19.14,695.55,0.97
krier,N,5,"['kr', 'ier']",1,0.6,22.01,659.74,0.95
kries,N,5,"['k', 'rie', 's']",2,0.4,24.03,639.76,0.95
kriesend,N,8,"['k', 'rie', 's', 'end']",3,0.5,32.75,701.06,0.85
kriet,N,5,"['kr', 'iet']",1,0.6,21.52,688.5,0.97
krieten,N,7,"['k', 'rie', 'ten']",2,0.57,26.73,672.35,0.95
kriezen,N,7,"['k', 'rie', 'zen']",2,0.57,28.41,756.61,0.95
krif,N,4,"['kr', 'if']",1,0.5,21.14,631.18,1.0
kriffe,N,6,"['k', 'ri', 'ffe']",2,0.5,27.35,607.47,0.97
krigen,N,6,"['kr', 'igen']",1,0.67,22.14,627.64,1.0
krijd,N,5,"['k', 'rijd']",1,0.6,17.61,649.38,0.95
krijdje,N,7,"['k', 'rijd', 'je']",2,0.57,26.41,687.86,0.95
krijdjes,N,8,"['k', 'rijd', 'jes']",2,0.62,26.63,694.54,1.0
krijk,N,5,"['k', 'rijk']",1,0.6,17.44,691.38,0.97
krijkte,N,7,"['k', 'rijk', 'te']",2,0.57,25.38,687.14,0.97
krijne,N,6,"['krij', 'ne']",1,0.67,21.24,617.08,1.0
krijnen,N,7,"['krij', 'nen']",1,0.71,23.15,678.64,0.95
krijner,N,7,"['krij', 'ner']",1,0.71,23.94,622.47,0.97
krijns,N,6,"['krij', 'ns']",1,0.67,23.76,678.82,0.92
krijnst,N,7,"['k', 'rijn', 'st']",2,0.57,26.57,694.84,0.92
krijnten,N,8,"['k', 'rijn', 'ten']",2,0.62,27.71,644.37,0.95
krijp,N,5,"['k', 'rijp']",1,0.6,18.39,729.35,0.85
krijpen,N,7,"['krij', 'pen']",1,0.71,21.6,842.76,0.85
krikjes,N,7,"['krik', 'jes']",1,0.71,21.75,781.71,0.51
kril,N,4,"['k', 'ril']",1,0.5,20.12,663.24,0.85
krilden,N,7,"['k', 'ril', 'den']",2,0.57,29.12,684.52,0.9
krillen,N,7,"['k', 'rill', 'en']",2,0.57,24.88,693.46,0.79
krillend,N,8,"['k', 'rill', 'end']",2,0.62,27.37,722.11,0.74
krimden,N,7,"['k', 'rim', 'den']",2,0.57,28.84,676.68,0.97
krimmen,N,7,"['kr', 'imm', 'en']",2,0.57,28.23,690.22,0.92
krink,N,5,"['kr', 'ink']",1,0.6,21.2,661.51,0.92
krinken,N,7,"['kr', 'in', 'ken']",2,0.57,27.04,736.11,0.95
krinsen,N,7,"['kr', 'ins', 'en']",2,0.57,27.6,614.92,1.0
krinten,N,7,"['kr', 'inten']",1,0.71,22.29,664.78,0.97
krioont,N,7,"['kr', 'io', 'ont']",2,0.57,28.74,571.42,1.0
kriplin,N,7,"['k', 'rip', 'lin']",2,0.57,29.58,623.9,1.0
krippers,N,8,"['k', 'rip', 'pers']",2,0.62,28.67,691.39,1.0
krips,N,5,"['k', 'rip', 's']",2,0.4,25.82,643.29,1.0
kriten,N,6,"['k', 'rit', 'en']",2,0.5,24.18,641.58,0.95
krits,N,5,"['k', 'rits']",1,0.6,19.14,665.0,0.95
kroden,N,6,"['kro', 'den']",1,0.67,21.14,601.1,1.0
kroef,N,5,"['kroe', 'f']",1,0.6,20.63,648.33,1.0
kroei,N,5,"['k', 'roei']",1,0.6,18.74,731.25,0.9
kroeit,N,6,"['kroe', 'it']",1,0.67,22.66,799.33,0.85
kroek,N,5,"['kroe', 'k']",1,0.6,19.84,719.5,0.92
kroeker,N,7,"['kroe', 'ker']",1,0.71,23.32,653.82,1.0
kroen,N,5,"['kro', 'en']",1,0.6,18.36,657.56,1.0
kroeps,N,6,"['kroe', 'ps']",1,0.67,23.39,670.68,1.0
kroept,N,6,"['k', 'roep', 't']",2,0.5,24.31,690.55,0.9
kroerboek,N,9,"['k', 'roer', 'boek']",2,0.67,27.34,680.68,1.0
kroerloos,N,9,"['k', 'roer', 'loos']",2,0.67,27.87,673.21,1.0
kroertjes,N,9,"['k', 'roer', 'tjes']",2,0.67,27.99,731.85,0.97
kroester,N,8,"['kroe', 'ster']",1,0.75,22.15,723.79,0.95
kroesters,N,9,"['k', 'roest', 'ers']",2,0.67,26.58,736.0,0.95
kroetig,N,7,"['kroe', 'tig']",1,0.71,23.39,656.59,0.97
kroetje,N,7,"['kroe', 'tje']",1,0.71,23.76,668.0,0.9
kroetjes,N,8,"['kroe', 'tjes']",1,0.75,22.56,684.31,0.95
krof,N,4,"['kro', 'f']",1,0.5,19.81,681.94,0.97
krokjes,N,7,"['krok', 'jes']",1,0.71,21.28,713.65,0.9
krokte,N,6,"['krok', 'te']",1,0.67,20.2,675.89,0.92
krole,N,5,"['kro', 'le']",1,0.6,20.29,565.7,0.97
krolijn,N,7,"['kro', 'lijn']",1,0.71,21.51,619.92,1.0
krollig,N,7,"['k', 'roll', 'ig']",2,0.57,26.78,712.06,0.79
kronde,N,6,"['k', 'ronde']",1,0.67,19.28,645.77,1.0
krondel,N,7,"['kron', 'del']",1,0.71,21.36,641.18,0.97
krondels,N,8,"['kron', 'del', 's']",2,0.62,27.34,674.42,0.97
kronden,N,7,"['kron', 'den']",1,0.71,21.39,676.24,0.95
kronder,N,7,"['kr', 'onder']",1,0.71,18.5,647.89,1.0
krong,N,5,"['kron', 'g']",1,0.6,19.78,659.83,0.92
kronken,N,7,"['kron', 'ken']",1,0.71,21.73,772.76,0.59
kronker,N,7,"['kron', 'ker']",1,0.71,22.76,662.92,0.97
kronkers,N,8,"['kron', 'kers']",1,0.75,23.61,706.91,0.9
kronsde,N,7,"['kron', 's', 'de']",2,0.57,26.02,685.3,0.97
kront,N,5,"['kr', 'ont']",1,0.6,18.5,729.65,0.97
kroof,N,5,"['k', 'roof']",1,0.6,17.93,694.53,0.95
kroog,N,5,"['kr', 'oog']",1,0.6,19.9,703.52,0.82
kroogde,N,7,"['kr', 'oog', 'de']",2,0.57,27.54,689.25,1.0
kroogden,N,8,"['kr', 'oog', 'den']",2,0.62,28.9,673.26,1.0
kroogte,N,7,"['kr', 'oog', 'te']",2,0.57,27.84,616.83,0.95
krookje,N,7,"['k', 'rook', 'je']",2,0.57,26.44,691.48,0.87
krookjes,N,8,"['k', 'rook', 'jes']",2,0.62,26.66,707.95,1.0
krool,N,5,"['kro', 'ol']",1,0.6,22.01,653.34,0.97
kroopsjes,N,9,"['kro', 'op', 's', 'jes']",3,0.56,33.77,686.63,1.0
kroortjes,N,9,"['kr', 'oor', 'tjes']",2,0.67,29.42,709.92,0.97
krootjes,N,8,"['k', 'roo', 'tjes']",2,0.62,27.57,661.38,1.0
kropters,N,8,"['kr', 'opt', 'ers']",2,0.62,29.52,653.47,1.0
krorde,N,6,"['kr', 'orde']",1,0.67,21.14,634.95,0.97
krors,N,5,"['kro', 'rs']",1,0.6,22.95,604.51,1.0
kros,N,4,"['kro', 's']",1,0.5,18.12,664.19,0.87
krossen,N,7,"['kro', 'ssen']",1,0.71,22.15,711.88,0.62
krotsen,N,7,"['k', 'rots', 'en']",2,0.57,24.88,719.25,0.95
krotsloop,N,9,"['k', 'rots', 'loop']",2,0.67,27.37,665.32,0.97
krotsnat,N,8,"['k', 'rots', 'nat']",2,0.62,28.62,674.78,0.97
krotste,N,7,"['k', 'rots', 'te']",2,0.57,26.6,730.37,0.97
kroven,N,6,"['kro', 'ven']",1,0.67,21.93,609.54,1.0
krub,N,4,"['kru', 'b']",1,0.5,20.1,642.31,1.0
kruder,N,6,"['kru', 'der']",1,0.67,21.22,630.58,0.97
kruders,N,7,"['kru', 'ders']",1,0.71,23.25,598.22,1.0
kruifje,N,7,"['krui', 'f', 'je']",2,0.57,27.92,749.27,0.82
kruifjes,N,8,"['krui', 'f', 'jes']",2,0.62,28.14,743.23,0.9
kruig,N,5,"['krui', 'g']",1,0.6,18.84,683.38,0.97
kruiksel,N,8,"['krui', 'k', 'sel']",2,0.62,27.97,711.76,0.9
kruiren,N,7,"['krui', 'ren']",1,0.71,21.51,640.76,0.97
kruiscent,N,9,"['kruis', 'cent']",1,0.78,21.07,712.03,0.97
kruisde,N,7,"['kruis', 'de']",1,0.71,18.65,897.9,0.33
kruismaag,N,9,"['kruis', 'maag']",1,0.78,21.45,741.65,1.0
kruitgarp,N,9,"['kr', 'uitga', 'rp']",2,0.67,33.43,666.63,1.0
krunisch,N,8,"['k', 'run', 'isch']",2,0.62,28.77,634.62,1.0
krunten,N,7,"['k', 'run', 'ten']",2,0.57,27.71,630.15,1.0
kruppel,N,7,"['k', 'rup', 'pel']",2,0.57,29.6,814.48,0.77
kruppels,N,8,"['kr', 'upp', 'els']",2,0.62,32.93,738.65,0.82
kruppen,N,7,"['kru', 'ppen']",1,0.71,23.61,630.06,0.95
krursen,N,7,"['kru', 'rs', 'en']",2,0.57,29.57,648.95,1.0
krus,N,4,"['kru', 's']",1,0.5,18.53,639.13,1.0
kubde,N,5,"['k', 'ub', 'de']",2,0.4,26.47,621.26,1.0
kubden,N,6,"['k', 'ub', 'den']",2,0.5,27.82,634.74,1.0
kuchel,N,6,"['k', 'uch', 'el']",2,0.5,26.35,663.79,0.9
kuchels,N,7,"['k', 'uch', 'els']",2,0.57,29.51,704.0,0.97
kud,N,3,['kud'],0,0.67,13.24,627.05,0.95
kudi,N,4,"['kud', 'i']",1,0.5,20.35,561.72,1.0
kuf,N,3,"['k', 'uf']",1,0.33,19.43,647.31,1.0
kuffen,N,6,"['k', 'uff', 'en']",2,0.5,24.67,684.0,0.97
kufje,N,5,"['k', 'uf', 'je']",2,0.4,28.23,664.14,0.9
kufjes,N,6,"['k', 'uf', 'jes']",2,0.5,28.45,673.61,0.92
kug,N,3,"['k', 'ug']",1,0.33,18.92,616.11,0.92
kui,N,3,['kui'],0,0.67,12.26,702.58,0.87
kuiden,N,6,"['kui', 'den']",1,0.67,21.26,800.19,0.82
kuig,N,4,"['kui', 'g']",1,0.5,19.65,616.08,1.0
kuigen,N,6,"['kui', 'gen']",1,0.67,21.46,680.97,0.97
kuigend,N,7,"['kui', 'gend']",1,0.71,23.47,660.92,0.97
kuik,N,4,"['kui', 'k']",1,0.5,19.14,792.55,0.67
kuiker,N,6,"['kui', 'ker']",1,0.67,22.63,735.88,0.92
kuikje,N,6,"['kui', 'k', 'je']",2,0.5,27.95,789.68,0.72
kuikt,N,5,"['kui', 'kt']",1,0.6,23.88,735.4,0.85
kuikten,N,7,"['kui', 'k', 'ten']",2,0.57,27.83,766.69,1.0
kuim,N,4,"['kui', 'm']",1,0.5,19.54,656.47,0.9
kuimen,N,6,"['kui', 'men']",1,0.67,21.53,652.32,0.97
kuimpje,N,7,"['kui', 'mp', 'je']",2,0.57,31.12,716.95,1.0
kuimpjes,N,8,"['kui', 'mp', 'jes']",2,0.62,31.34,718.41,0.97
kuims,N,5,"['kui', 'ms']",1,0.6,23.32,602.85,1.0
kuin,N,4,"['ku', 'in']",1,0.5,18.66,680.88,0.9
kuinen,N,6,"['kui', 'nen']",1,0.67,22.87,660.34,0.92
kuipe,N,5,"['kui', 'pe']",1,0.6,21.41,680.68,0.95
kuiren,N,6,"['kui', 'ren']",1,0.67,22.32,667.57,0.97
kuirend,N,7,"['kui', 'rend']",1,0.71,22.96,686.75,0.95
kuisman,N,7,"['kui', 's', 'man']",2,0.57,26.5,758.12,0.26
kuistje,N,7,"['kui', 'st', 'je']",2,0.57,28.6,840.25,0.9
kuistjes,N,8,"['kui', 's', 'tjes']",2,0.62,27.85,818.56,0.85
kuizer,N,6,"['kui', 'z', 'er']",2,0.5,26.76,693.06,0.97
kuk,N,3,"['ku', 'k']",1,0.33,18.92,676.03,0.97
kukje,N,5,"['ku', 'k', 'je']",2,0.4,27.72,799.64,0.92
kukjes,N,6,"['ku', 'k', 'jes']",2,0.5,27.94,702.91,0.92
kukken,N,6,"['ku', 'kk', 'en']",2,0.5,28.0,768.68,0.9
kukt,N,4,"['ku', 'kt']",1,0.5,23.66,661.97,0.97
kulle,N,5,"['ku', 'lle']",1,0.6,22.84,660.0,0.95
kum,N,3,"['k', 'um']",1,0.33,18.09,599.81,0.95
kums,N,4,"['ku', 'ms']",1,0.5,23.1,613.87,1.0
kumsen,N,6,"['k', 'um', 'sen']",2,0.5,28.32,584.82,1.0
kunars,N,6,"['kun', 'ar', 's']",2,0.5,26.48,573.08,0.97
kund,N,4,"['kun', 'd']",1,0.5,18.52,705.25,0.95
kungen,N,6,"['kun', 'gen']",1,0.67,20.77,591.85,1.0
kuns,N,4,"['kun', 's']",1,0.5,17.55,642.09,0.97
kunstploep,N,10,"['kunst', 'plo', 'ep']",2,0.7,30.83,754.61,0.9
kunstvent,N,9,"['kunst', 'vent']",1,0.78,20.49,817.04,0.82
kuntje,N,6,"['kun', 'tje']",1,0.67,22.37,698.47,0.95
kunttijn,N,8,"['kun', 'tt', 'ijn']",2,0.62,31.84,680.45,1.0
kup,N,3,"['k', 'up']",1,0.33,17.2,650.14,0.95
kups,N,4,"['ku', 'ps']",1,0.5,22.48,563.13,1.0
kurden,N,6,"['k', 'ur', 'den']",2,0.5,26.33,679.36,1.0
kurkploeg,N,9,"['kurk', 'ploeg']",1,0.78,21.93,841.85,0.79
kurpoes,N,7,"['k', 'ur', 'poe', 's']",3,0.43,33.76,596.68,1.0
kurpte,N,6,"['ku', 'rp', 'te']",2,0.5,31.89,628.5,1.0
kurt,N,4,"['ku', 'rt']",1,0.5,23.25,700.82,0.9
kurten,N,6,"['k', 'ur', 'ten']",2,0.5,26.02,656.3,0.95
kurven,N,6,"['k', 'ur', 'ven']",2,0.5,27.12,709.12,0.62
kurw,N,4,"['k', 'ur', 'w']",2,0.25,25.44,569.05,1.0
kustig,N,6,"['kust', 'ig']",1,0.67,20.02,866.7,0.74
kuter,N,5,"['kut', 'er']",1,0.6,17.43,633.03,1.0
kuto,N,4,"['kut', 'o']",1,0.5,18.62,591.97,1.0
kutsen,N,6,"['kut', 'sen']",1,0.67,21.08,764.23,0.87
kuut,N,4,"['ku', 'ut']",1,0.5,22.96,641.03,0.95
kuva,N,4,"['ku', 'va']",1,0.5,20.98,554.54,1.0
kwaadschool,N,11,"['kwaad', 'school']",1,0.82,20.34,726.12,0.95
kwaagt,N,6,"['k', 'waag', 't']",2,0.5,25.56,647.22,0.95
kwaai,N,5,"['k', 'waai']",1,0.6,17.85,787.76,0.79
kwaasje,N,7,"['kwa', 'as', 'je']",2,0.57,29.94,701.42,1.0
kwakker,N,7,"['k', 'wakker']",1,0.71,19.28,809.69,0.79
kwakkers,N,8,"['kwak', 'kers']",1,0.75,24.17,785.9,0.62
kwalkbaar,N,9,"['k', 'walk', 'baar']",2,0.67,27.92,688.03,1.0
kwaller,N,7,"['kw', 'aller']",1,0.71,20.57,750.12,0.82
kwammen,N,7,"['kwam', 'men']",1,0.71,20.43,806.96,0.74
kwan,N,4,"['k', 'wan']",1,0.5,17.79,596.68,0.95
kwank,N,5,"['kwa', 'nk']",1,0.6,21.46,668.56,0.95
kwans,N,5,"['kw', 'ans']",1,0.6,22.61,617.06,0.95
kwap,N,4,"['kwa', 'p']",1,0.5,18.62,594.68,1.0
kwat,N,4,"['kwa', 't']",1,0.5,18.03,698.75,0.9
kwaten,N,6,"['kwa', 'ten']",1,0.67,20.08,696.87,1.0
kweed,N,5,"['kw', 'eed']",1,0.6,22.79,680.95,0.97
kweefheid,N,9,"['k', 'weef', 'heid']",2,0.67,28.84,729.46,1.0
kweentje,N,8,"['kw', 'eentje']",1,0.75,23.01,720.67,1.0
kweentjes,N,9,"['kw', 'eentje', 's']",2,0.67,29.0,735.56,0.97
kweer,N,5,"['k', 'weer']",1,0.6,16.9,651.83,0.95
kweerbap,N,8,"['k', 'weer', 'ba', 'p']",3,0.5,33.58,596.33,1.0
kweesjes,N,8,"['k', 'wees', 'jes']",2,0.62,28.04,713.43,0.95
kweest,N,6,"['k', 'wees', 't']",2,0.5,25.67,732.59,0.9
kwekkel,N,7,"['kwek', 'kel']",1,0.71,21.41,754.9,0.9
kwestje,N,7,"['k', 'west', 'je']",2,0.57,26.41,827.29,0.82
kwestjes,N,8,"['k', 'west', 'jes']",2,0.62,26.63,858.22,0.79
kwestslag,N,9,"['k', 'west', 'slag']",2,0.67,26.26,831.0,0.92
kwetjes,N,7,"['k', 'wet', 'jes']",2,0.57,26.68,712.29,0.97
kweven,N,6,"['kw', 'even']",1,0.67,20.84,671.66,1.0
kwid,N,4,"['kw', 'id']",1,0.5,21.18,618.18,1.0
kwiet,N,5,"['k', 'wiet']",1,0.6,18.66,722.03,0.82
kwifse,N,6,"['kw', 'if', 'se']",2,0.5,29.91,585.92,1.0
kwij,N,4,"['k', 'wij']",1,0.5,17.79,631.84,1.0
kwijk,N,5,"['k', 'wijk']",1,0.6,16.93,689.03,0.92
kwijkt,N,6,"['k', 'wijk', 't']",2,0.5,23.57,769.6,0.9
kwikkend,N,8,"['k', 'wikk', 'end']",2,0.62,27.74,830.42,0.54
kwikte,N,6,"['kwik', 'te']",1,0.67,21.18,843.25,0.49
kwil,N,4,"['k', 'wil']",1,0.5,18.45,722.06,0.87
kwingen,N,7,"['kw', 'ingen']",1,0.71,21.22,612.24,1.0
kwip,N,4,"['k', 'wip']",1,0.5,19.14,602.21,1.0
kwirt,N,5,"['k', 'wir', 't']",2,0.4,26.76,603.56,1.0
kwis,N,4,"['k', 'wis']",1,0.5,18.82,797.92,0.36
kwit,N,4,"['k', 'wit']",1,0.5,17.67,654.75,0.95
kwits,N,5,"['kw', 'its']",1,0.6,21.57,669.17,1.0
laadbaan,N,8,"['laad', 'baan']",1,0.75,19.99,750.31,0.79
laakje,N,6,"['laak', 'je']",1,0.67,22.04,690.86,1.0
laakjes,N,7,"['laak', 'jes']",1,0.71,22.26,746.34,0.95
laakrecht,N,9,"['laak', 'recht']",1,0.78,21.7,625.33,0.95
laaksen,N,7,"['laak', 'sen']",1,0.71,23.47,661.75,0.97
laakst,N,6,"['laak', 'st']",1,0.67,20.78,664.64,0.92
laakste,N,7,"['laak', 'ste']",1,0.71,22.2,687.34,0.97
laal,N,4,"['l', 'aal']",1,0.5,18.34,638.46,1.0
laalde,N,6,"['l', 'aal', 'de']",2,0.5,25.98,646.29,0.97
laalden,N,7,"['l', 'aal', 'den']",2,0.57,27.34,682.81,0.95
laaltje,N,7,"['l', 'aal', 'tje']",2,0.57,29.15,611.86,0.97
laaltjes,N,8,"['l', 'aal', 'tjes']",2,0.62,27.95,636.85,1.0
laam,N,4,"['laa', 'm']",1,0.5,19.42,704.69,0.92
laap,N,4,"['l', 'aap']",1,0.5,19.32,612.31,0.92
laapboom,N,8,"['l', 'aap', 'boom']",2,0.62,28.77,673.73,1.0
laarden,N,7,"['laar', 'den']",1,0.71,21.14,692.34,0.97
laarder,N,7,"['laar', 'der']",1,0.71,20.82,660.16,0.97
laarser,N,7,"['laar', 'ser']",1,0.71,22.75,675.16,0.9
laarsers,N,8,"['laar', 's', 'ers']",2,0.62,26.12,698.49,0.92
laart,N,5,"['laar', 't']",1,0.6,18.78,658.78,0.97
laast,N,5,"['laa', 'st']",1,0.6,19.68,740.62,0.82
laasten,N,7,"['laa', 'sten']",1,0.71,22.31,754.67,0.87
laastman,N,8,"['laa', 'st', 'man']",2,0.62,27.95,698.49,0.97
labben,N,6,"['lab', 'ben']",1,0.67,21.38,657.34,1.0
labot,N,5,"['labo', 't']",1,0.6,19.19,672.51,0.97
lachmoe,N,7,"['lach', 'moe']",1,0.71,21.08,746.03,0.87
lachts,N,6,"['lach', 'ts']",1,0.67,19.92,780.03,0.95
lad,N,3,['lad'],0,0.67,11.39,661.23,0.9
ladden,N,6,"['lad', 'den']",1,0.67,20.39,811.41,0.92
ladding,N,7,"['lad', 'ding']",1,0.71,22.1,799.14,0.79
lafeest,N,7,"['la', 'feest']",1,0.71,19.44,642.9,1.0
laffen,N,6,"['la', 'ff', 'en']",2,0.5,25.61,738.19,0.72
laga,N,4,"['lag', 'a']",1,0.5,18.51,625.06,0.95
lagge,N,5,"['lag', 'ge']",1,0.6,16.92,656.18,1.0
laggen,N,6,"['lag', 'gen']",1,0.67,20.54,708.53,0.9
laging,N,6,"['lag', 'ing']",1,0.67,19.34,684.68,0.92
lago,N,4,"['lag', 'o']",1,0.5,19.12,654.56,0.95
lagoe,N,5,"['la', 'goe']",1,0.6,21.09,601.95,0.97
lagriek,N,7,"['lag', 'riek']",1,0.71,22.27,606.97,0.97
lah,N,3,['lah'],0,0.67,12.55,593.29,0.97
lai,N,3,['lai'],0,0.67,13.24,566.47,0.97
laisoen,N,7,"['la', 'iso', 'en']",2,0.57,28.0,626.59,1.0
lakjo,N,5,"['lak', 'jo']",1,0.6,21.2,564.59,1.0
lakkers,N,7,"['lak', 'kers']",1,0.71,22.99,718.2,0.69
lakkig,N,6,"['lak', 'kig']",1,0.67,23.39,657.29,0.9
lako,N,4,"['la', 'ko']",1,0.5,19.54,568.51,0.97
laksen,N,6,"['lak', 'sen']",1,0.67,22.01,727.17,0.72
laksters,N,8,"['lak', 'ster', 's']",2,0.62,26.96,638.03,0.85
laktens,N,7,"['lak', 'tens']",1,0.71,23.17,678.47,1.0
lalaans,N,7,"['lala', 'ans']",1,0.71,24.45,606.32,0.97
lale,N,4,"['la', 'le']",1,0.5,18.53,585.16,0.97
lalen,N,5,"['l', 'alen']",1,0.6,19.91,665.13,1.0
lalens,N,6,"['l', 'alen', 's']",2,0.5,25.89,624.77,1.0
laler,N,5,"['l', 'al', 'er']",2,0.4,23.22,602.0,1.0
lalg,N,4,"['l', 'al', 'g']",2,0.25,24.03,583.13,1.0
lalk,N,4,"['la', 'lk']",1,0.5,21.31,662.0,1.0
lalle,N,5,"['l', 'alle']",1,0.6,18.34,612.76,0.95
lalman,N,6,"['l', 'al', 'man']",2,0.5,24.9,606.79,1.0
lals,N,4,"['l', 'als']",1,0.5,19.03,604.49,1.0
lalten,N,6,"['l', 'al', 'ten']",2,0.5,25.33,600.47,1.0
lamen,N,5,"['lam', 'en']",1,0.6,17.99,705.97,1.0
lamoei,N,6,"['la', 'moei']",1,0.67,22.01,623.26,1.0
lams,N,4,"['lam', 's']",1,0.5,17.76,774.76,0.49
lan,N,3,['lan'],0,0.67,10.81,657.26,0.97
landast,N,7,"['land', 'a', 'st']",2,0.57,24.18,679.44,0.97
landboos,N,8,"['land', 'boos']",1,0.75,20.08,743.17,0.85
landert,N,7,"['land', 'ert']",1,0.71,20.08,630.78,1.0
landgeugd,N,9,"['land', 'ge', 'ug', 'd']",3,0.56,32.71,703.33,1.0
landig,N,6,"['land', 'ig']",1,0.67,18.29,728.16,0.59
landkas,N,7,"['land', 'kas']",1,0.71,19.91,804.66,0.92
landpoort,N,9,"['land', 'poort']",1,0.78,19.04,768.15,0.46
landschook,N,10,"['land', 'sch', 'ook']",2,0.7,27.92,725.05,0.97
landschrigt,N,11,"['land', 'schr', 'ig', 't']",3,0.64,35.3,690.61,0.97
landstocht,N,10,"['land', 'st', 'ocht']",2,0.7,27.31,794.06,0.46
landstrip,N,9,"['land', 'strip']",1,0.78,19.64,751.2,0.72
landtals,N,8,"['land', 'tal', 's']",2,0.62,24.77,711.31,1.0
