,Unnamed: 0,Stimulus,Lexicality,Length,Subtokens,Num_Splits,Wordiness
8830,8830,prichtte,N,8,"['pr', '##icht', '##te']",2,0.62
8831,8831,prichtten,N,9,"['pr', '##icht', '##ten']",2,0.67
8832,8832,prickte,N,7,"['pr', '##ic', '##kt', '##e']",3,0.43
8833,8833,prieen,N,6,"['pr', '##ie', '##en']",2,0.5
8834,8834,priek,N,5,"['pr', '##iek']",1,0.6
8835,8835,priemtuig,N,9,"['pr', '##ie', '##m', '##t', '##ui', '##g']",5,0.33
8836,8836,priepschrift,N,12,"['pr', '##ie', '##p', '##sch', '##r', '##i', '##ft']",6,0.42
8837,8837,prier,N,5,"['pr', '##ier']",1,0.6
8838,8838,prieten,N,7,"['pr', '##iet', '##en']",2,0.57
8839,8839,prietje,N,7,"['pr', '##iet', '##je']",2,0.57
8840,8840,prietsjes,N,9,"['pr', '##iet', '##s', '##jes']",3,0.56
8841,8841,prieuin,N,7,"['pr', '##ie', '##ui', '##n']",3,0.43
8842,8842,prieven,N,7,"['pr', '##ie', '##ven']",2,0.57
8843,8843,prijf,N,5,"['pr', '##ijf']",1,0.6
8844,8844,prijgen,N,7,"['pr', '##ij', '##gen']",2,0.57
8845,8845,prijm,N,5,"['pr', '##ij', '##m']",2,0.4
8846,8846,prijpen,N,7,"['pr', '##ij', '##pen']",2,0.57
8847,8847,prijt,N,5,"['pr', '##ij', '##t']",2,0.4
8848,8848,prijten,N,7,"['pr', '##ij', '##ten']",2,0.57
8849,8849,prijtte,N,7,"['pr', '##ij', '##t', '##te']",3,0.43
8850,8850,prijtten,N,8,"['pr', '##ij', '##t', '##ten']",3,0.5
8851,8851,prikke,N,6,"['pr', '##ik', '##ke']",2,0.5
8852,8852,prikvol,N,7,"['pr', '##ik', '##vol']",2,0.57
8853,8853,primesk,N,7,"['pr', '##im', '##es', '##k']",3,0.43
8854,8854,primmen,N,7,"['pr', '##im', '##men']",2,0.57
8855,8855,primmers,N,8,"['pr', '##im', '##mer', '##s']",3,0.5
8856,8856,primoort,N,8,"['pr', '##im', '##oor', '##t']",3,0.5
8857,8857,primpak,N,7,"['pr', '##im', '##p', '##ak']",3,0.43
8858,8858,prings,N,6,"['pr', '##ings']",1,0.67
8859,8859,prinken,N,7,"['pr', '##ink', '##en']",2,0.57
8860,8860,prioor,N,6,"['pr', '##io', '##or']",2,0.5
8861,8861,pris,N,4,"['pr', '##is']",1,0.5
8862,8862,prit,N,4,"['pr', '##it']",1,0.5
8863,8863,prits,N,5,"['pr', '##it', '##s']",2,0.4
8864,8864,pritte,N,6,"['pr', '##it', '##te']",2,0.5
8865,8865,pritten,N,7,"['pr', '##it', '##ten']",2,0.57
8866,8866,pritter,N,7,"['pr', '##it', '##ter']",2,0.57
8867,8867,privaan,N,7,"['pr', '##iv', '##aan']",2,0.57
8868,8868,priveer,N,7,"['pr', '##iv', '##eer']",2,0.57
8869,8869,prizee,N,6,"['pr', '##iz', '##ee']",2,0.5
8870,8870,proboopt,N,8,"['pro', '##b', '##oop', '##t']",3,0.5
8871,8871,probrom,N,7,"['pro', '##br', '##om']",2,0.57
8872,8872,probrums,N,8,"['pro', '##br', '##um', '##s']",3,0.5
8873,8873,prode,N,5,"['pro', '##de']",1,0.6
8874,8874,prodes,N,6,"['pro', '##de', '##s']",2,0.5
8875,8875,prodrie,N,7,"['pro', '##d', '##r', '##ie']",3,0.43
8876,8876,prodries,N,8,"['pro', '##d', '##r', '##ies']",3,0.5
8877,8877,proede,N,6,"['pro', '##ed', '##e']",2,0.5
8878,8878,proegde,N,7,"['pro', '##eg', '##de']",2,0.57
8879,8879,proegden,N,8,"['pro', '##eg', '##den']",2,0.62
8880,8880,proegjes,N,8,"['pro', '##eg', '##jes']",2,0.62
8881,8881,proei,N,5,"['pro', '##e', '##i']",2,0.4
8882,8882,proeide,N,7,"['pro', '##e', '##ide']",2,0.57
8883,8883,proeiden,N,8,"['pro', '##e', '##iden']",2,0.62
8884,8884,proeien,N,7,"['pro', '##e', '##ien']",2,0.57
8885,8885,proeiend,N,8,"['pro', '##e', '##ien', '##d']",3,0.5
8886,8886,proeit,N,6,"['pro', '##e', '##it']",2,0.5
8887,8887,proeitje,N,8,"['pro', '##e', '##it', '##je']",3,0.5
8888,8888,proeitjes,N,9,"['pro', '##e', '##it', '##jes']",3,0.56
8889,8889,proeper,N,7,"['pro', '##e', '##per']",2,0.57
8890,8890,proepers,N,8,"['pro', '##e', '##per', '##s']",3,0.5
8891,8891,proes,N,5,"['pro', '##es']",1,0.6
8892,8892,proeset,N,7,"['pro', '##es', '##et']",2,0.57
8893,8893,proespraat,N,10,"['pro', '##es', '##p', '##ra', '##at']",4,0.5
8894,8894,proester,N,8,"['pro', '##es', '##ter']",2,0.62
8895,8895,proesters,N,9,"['pro', '##es', '##ter', '##s']",3,0.56
8896,8896,profeld,N,7,"['pro', '##f', '##eld']",2,0.57
8897,8897,proffend,N,8,"['pro', '##ff', '##en', '##d']",3,0.5
8898,8898,profien,N,7,"['pro', '##f', '##ien']",2,0.57
8899,8899,profuun,N,7,"['pro', '##f', '##u', '##un']",3,0.43
8900,8900,progge,N,6,"['pro', '##g', '##ge']",2,0.5
8901,8901,progje,N,6,"['pro', '##g', '##je']",2,0.5
8902,8902,progjes,N,7,"['pro', '##g', '##jes']",2,0.57
8903,8903,prohus,N,6,"['pro', '##h', '##us']",2,0.5
8904,8904,prok,N,4,"['pro', '##k']",1,0.5
8905,8905,proken,N,6,"['pro', '##ken']",1,0.67
8906,8906,prokend,N,7,"['pro', '##kend']",1,0.71
8907,8907,proker,N,6,"['pro', '##ker']",1,0.67
8908,8908,prokers,N,7,"['pro', '##ker', '##s']",2,0.57
8909,8909,prokje,N,6,"['pro', '##k', '##je']",2,0.5
8910,8910,prokjes,N,7,"['pro', '##k', '##jes']",2,0.57
8911,8911,prokke,N,6,"['pro', '##k', '##ke']",2,0.5
8912,8912,prokken,N,7,"['pro', '##kken']",1,0.71
8913,8913,prokma,N,6,"['pro', '##k', '##ma']",2,0.5
8914,8914,prokte,N,6,"['pro', '##kt', '##e']",2,0.5
8915,8915,prokten,N,7,"['pro', '##kt', '##en']",2,0.57
8916,8916,proleem,N,7,"['pro', '##le', '##em']",2,0.57
8917,8917,prolend,N,7,"['pro', '##len', '##d']",2,0.57
8918,8918,prompjes,N,8,"['pro', '##mp', '##jes']",2,0.62
8919,8919,promst,N,6,"['pro', '##m', '##st']",2,0.5
8920,8920,prond,N,5,"['pro', '##n', '##d']",2,0.4
8921,8921,pronder,N,7,"['pro', '##n', '##der']",2,0.57
8922,8922,pronders,N,8,"['pro', '##n', '##ders']",2,0.62
8923,8923,prons,N,5,"['pro', '##n', '##s']",2,0.4
8924,8924,proog,N,5,"['pro', '##og']",1,0.6
8925,8925,proogde,N,7,"['pro', '##og', '##de']",2,0.57
8926,8926,prooibaar,N,9,"['pro', '##o', '##i', '##baar']",3,0.56
8927,8927,prooise,N,7,"['pro', '##o', '##is', '##e']",3,0.43
8928,8928,proolstoel,N,10,"['pro', '##ol', '##st', '##oel']",3,0.6
8929,8929,proomde,N,7,"['pro', '##om', '##de']",2,0.57
8930,8930,proontje,N,8,"['pro', '##on', '##t', '##je']",3,0.5
8931,8931,proontjes,N,9,"['pro', '##on', '##t', '##jes']",3,0.56
8932,8932,proormuis,N,9,"['pro', '##orm', '##uis']",2,0.67
8933,8933,proos,N,5,"['pro', '##os']",1,0.6
8934,8934,proosmes,N,8,"['pro', '##os', '##me', '##s']",3,0.5
8935,8935,proot,N,5,"['pro', '##ot']",1,0.6
8936,8936,prootsen,N,8,"['pro', '##ot', '##sen']",2,0.62
8937,8937,prootsing,N,9,"['pro', '##ot', '##s', '##ing']",3,0.56
8938,8938,prootste,N,8,"['pro', '##ot', '##ste']",2,0.62
8939,8939,prootsten,N,9,"['pro', '##ot', '##sten']",2,0.67
8940,8940,propen,N,6,"['pro', '##pen']",1,0.67
8941,8941,propoor,N,7,"['pro', '##p', '##oor']",2,0.57
8942,8942,propreeg,N,8,"['pro', '##p', '##ree', '##g']",3,0.5
8943,8943,prosact,N,7,"['pro', '##s', '##ac', '##t']",3,0.43
8944,8944,prosool,N,7,"['pro', '##s', '##oo', '##l']",3,0.43
8945,8945,prosos,N,6,"['pro', '##s', '##os']",2,0.5
8946,8946,pross,N,5,"['pro', '##ss']",1,0.6
8947,8947,prossen,N,7,"['pro', '##ss', '##en']",2,0.57
8948,8948,proten,N,6,"['pro', '##ten']",1,0.67
8949,8949,protter,N,7,"['pro', '##t', '##ter']",2,0.57
8950,8950,provikt,N,7,"['pro', '##v', '##ik', '##t']",3,0.43
8951,8951,pruif,N,5,"['pr', '##ui', '##f']",2,0.4
8952,8952,pruift,N,6,"['pr', '##ui', '##ft']",2,0.5
8953,8953,pruimse,N,7,"['pr', '##uim', '##se']",2,0.57
8954,8954,pruis,N,5,"['pr', '##uis']",1,0.6
8955,8955,psa,N,3,"['p', '##s', '##a']",2,0.0
8956,8956,psarse,N,6,"['p', '##s', '##ar', '##se']",3,0.33
8957,8957,psaven,N,6,"['p', '##s', '##av', '##en']",3,0.33
8958,8958,psylact,N,7,"['p', '##s', '##y', '##l', '##ac', '##t']",5,0.14
8959,8959,psylax,N,6,"['p', '##s', '##y', '##l', '##a', '##x']",5,0.0
8960,8960,pual,N,4,"['p', '##u', '##al']",2,0.25
8961,8961,pubbend,N,7,"['p', '##ub', '##ben', '##d']",3,0.43
8962,8962,pubul,N,5,"['p', '##ub', '##ul']",2,0.4
8963,8963,puche,N,5,"['p', '##uc', '##he']",2,0.4
8964,8964,pucs,N,4,"['p', '##uc', '##s']",2,0.25
8965,8965,pudt,N,4,"['p', '##ud', '##t']",2,0.25
8966,8966,pufs,N,4,"['p', '##u', '##f', '##s']",3,0.0
8967,8967,pug,N,3,"['p', '##ug']",1,0.33
8968,8968,puide,N,5,"['p', '##uid', '##e']",2,0.4
8969,8969,puiden,N,6,"['p', '##uid', '##en']",2,0.5
8970,8970,puidens,N,7,"['p', '##uid', '##ens']",2,0.57
8971,8971,puidje,N,6,"['p', '##uid', '##je']",2,0.5
8972,8972,puidjes,N,7,"['p', '##uid', '##jes']",2,0.57
8973,8973,puif,N,4,"['p', '##ui', '##f']",2,0.25
8974,8974,puifje,N,6,"['p', '##ui', '##f', '##je']",3,0.33
8975,8975,puiken,N,6,"['p', '##ui', '##ken']",2,0.5
8976,8976,puikers,N,7,"['p', '##ui', '##ker', '##s']",3,0.43
8977,8977,puikjes,N,7,"['p', '##ui', '##k', '##jes']",3,0.43
8978,8978,puikt,N,5,"['p', '##ui', '##kt']",2,0.4
8979,8979,puiler,N,6,"['p', '##ui', '##le', '##r']",3,0.33
8980,8980,puiloom,N,7,"['p', '##ui', '##l', '##oo', '##m']",4,0.29
8981,8981,puiltje,N,7,"['p', '##ui', '##l', '##t', '##je']",4,0.29
8982,8982,puipers,N,7,"['p', '##ui', '##per', '##s']",3,0.43
8983,8983,puis,N,4,"['p', '##uis']",1,0.5
8984,8984,puisen,N,6,"['p', '##uis', '##en']",2,0.5
8985,8985,puite,N,5,"['p', '##uit', '##e']",2,0.4
8986,8986,puiter,N,6,"['p', '##uit', '##er']",2,0.5
8987,8987,puitse,N,6,"['p', '##uit', '##se']",2,0.5
8988,8988,puiven,N,6,"['p', '##ui', '##ven']",2,0.5
8989,8989,puiver,N,6,"['p', '##ui', '##ver']",2,0.5
8990,8990,puizel,N,6,"['p', '##ui', '##ze', '##l']",3,0.33
8991,8991,puizels,N,7,"['p', '##ui', '##ze', '##l', '##s']",4,0.29
8992,8992,puks,N,4,"['p', '##uk', '##s']",2,0.25
8993,8993,pukt,N,4,"['p', '##uk', '##t']",2,0.25
8994,8994,pukten,N,6,"['p', '##uk', '##ten']",2,0.5
8995,8995,pulks,N,5,"['p', '##ul', '##k', '##s']",3,0.2
8996,8996,pullend,N,7,"['p', '##ullen', '##d']",2,0.57
8997,8997,pum,N,3,"['p', '##um']",1,0.33
8998,8998,pumiek,N,6,"['p', '##um', '##iek']",2,0.5
8999,8999,pums,N,4,"['p', '##um', '##s']",2,0.25
9000,9000,pun,N,3,"['p', '##un']",1,0.33
9001,9001,punkt,N,5,"['p', '##un', '##kt']",2,0.4
9002,9002,punts,N,5,"['p', '##un', '##t', '##s']",3,0.2
9003,9003,punzel,N,6,"['p', '##un', '##ze', '##l']",3,0.33
9004,9004,punzels,N,7,"['p', '##un', '##ze', '##l', '##s']",4,0.29
9005,9005,pupting,N,7,"['p', '##u', '##pt', '##ing']",3,0.43
9006,9006,purde,N,5,"['p', '##ur', '##de']",2,0.4
9007,9007,purden,N,6,"['p', '##ur', '##den']",2,0.5
9008,9008,purk,N,4,"['p', '##ur', '##k']",2,0.25
9009,9009,purken,N,6,"['p', '##ur', '##ken']",2,0.5
9010,9010,purkje,N,6,"['p', '##ur', '##k', '##je']",3,0.33
9011,9011,purkjes,N,7,"['p', '##ur', '##k', '##jes']",3,0.43
9012,9012,purt,N,4,"['p', '##ur', '##t']",2,0.25
9013,9013,pustjes,N,7,"['p', '##ust', '##jes']",2,0.57
9014,9014,pusts,N,5,"['p', '##ust', '##s']",2,0.4
9015,9015,putel,N,5,"['p', '##ut', '##el']",2,0.4
9016,9016,putels,N,6,"['p', '##ut', '##els']",2,0.5
9017,9017,puut,N,4,"['p', '##u', '##ut']",2,0.25
9018,9018,puw,N,3,"['p', '##uw']",1,0.33
9019,9019,pyle,N,4,"['p', '##y', '##le']",2,0.25
9020,9020,pyleet,N,6,"['p', '##y', '##le', '##et']",3,0.33
9021,9021,pylen,N,5,"['p', '##y', '##len']",2,0.4
9022,9022,pyles,N,5,"['p', '##y', '##le', '##s']",3,0.2
9023,9023,pyplin,N,6,"['p', '##y', '##pl', '##in']",3,0.33
9024,9024,pyvlans,N,7,"['p', '##y', '##v', '##l', '##an', '##s']",5,0.14
9025,9025,quaby,N,5,"['q', '##u', '##ab', '##y']",3,0.2
9026,9026,quank,N,5,"['q', '##u', '##ank']",2,0.4
9027,9027,raadse,N,6,"['r', '##aad', '##se']",2,0.5
9028,9028,raaite,N,6,"['r', '##aa', '##ite']",2,0.5
9029,9029,raakbruin,N,9,"['r', '##aak', '##brui', '##n']",3,0.56
9030,9030,raakvonk,N,8,"['r', '##aak', '##v', '##on', '##k']",4,0.38
9031,9031,raal,N,4,"['r', '##aal']",1,0.5
9032,9032,raalde,N,6,"['r', '##aal', '##de']",2,0.5
9033,9033,raalden,N,7,"['r', '##aal', '##den']",2,0.57
9034,9034,raaltje,N,7,"['r', '##aal', '##t', '##je']",3,0.43
9035,9035,raaltjes,N,8,"['r', '##aal', '##t', '##jes']",3,0.5
9036,9036,raan,N,4,"['r', '##aan']",1,0.5
9037,9037,raansen,N,7,"['r', '##aan', '##sen']",2,0.57
9038,9038,raapmoord,N,9,"['r', '##aa', '##p', '##m', '##oord']",4,0.44
9039,9039,raard,N,5,"['r', '##aar', '##d']",2,0.4
9040,9040,raarden,N,7,"['r', '##aar', '##den']",2,0.57
9041,9041,raars,N,5,"['r', '##aar', '##s']",2,0.4
9042,9042,raart,N,5,"['r', '##aar', '##t']",2,0.4
9043,9043,raartje,N,7,"['r', '##aar', '##t', '##je']",3,0.43
9044,9044,raartjes,N,8,"['r', '##aar', '##t', '##jes']",3,0.5
9045,9045,rabber,N,6,"['r', '##ab', '##ber']",2,0.5
9046,9046,rabbers,N,7,"['r', '##ab', '##ber', '##s']",3,0.43
9047,9047,rabreen,N,7,"['r', '##ab', '##ree', '##n']",3,0.43
9048,9048,racay,N,5,"['r', '##ac', '##a', '##y']",3,0.2
9049,9049,racht,N,5,"['r', '##acht']",1,0.6
9050,9050,rachtje,N,7,"['r', '##acht', '##je']",2,0.57
9051,9051,rachts,N,6,"['r', '##acht', '##s']",2,0.5
9052,9052,rachtste,N,8,"['r', '##acht', '##ste']",2,0.62
9053,9053,rachtte,N,7,"['r', '##acht', '##te']",2,0.57
9054,9054,radaal,N,6,"['r', '##ad', '##aal']",2,0.5
9055,9055,raddon,N,6,"['r', '##ad', '##d', '##on']",3,0.33
9056,9056,radgort,N,7,"['r', '##ad', '##g', '##ort']",3,0.43
9057,9057,raerns,N,6,"['r', '##a', '##er', '##n', '##s']",4,0.17
9058,9058,raf,N,3,"['r', '##af']",1,0.33
9059,9059,rafijs,N,6,"['r', '##af', '##ij', '##s']",3,0.33
9060,9060,rai,N,3,"['r', '##a', '##i']",2,0.0
9061,9061,raime,N,5,"['r', '##a', '##im', '##e']",3,0.2
9062,9062,raims,N,5,"['r', '##a', '##im', '##s']",3,0.2
9063,9063,rair,N,4,"['r', '##a', '##ir']",2,0.25
9064,9064,rakkend,N,7,"['r', '##ak', '##kend']",2,0.57
9065,9065,rakky,N,5,"['r', '##ak', '##k', '##y']",3,0.2
9066,9066,rakky's,N,7,"['r', '##ak', '##k', '##y', ""'"", 's']",5,0.14
9067,9067,rakte,N,5,"['r', '##ak', '##te']",2,0.4
9068,9068,raktes,N,6,"['r', '##ak', '##te', '##s']",3,0.33
9069,9069,ralden,N,6,"['r', '##al', '##den']",2,0.5
9070,9070,ralen,N,5,"['r', '##alen']",1,0.6
9071,9071,ralken,N,6,"['r', '##al', '##ken']",2,0.5
9072,9072,ralle,N,5,"['r', '##al', '##le']",2,0.4
9073,9073,ralls,N,5,"['r', '##al', '##l', '##s']",3,0.2
9074,9074,ralm,N,4,"['r', '##al', '##m']",2,0.25
9075,9075,rals,N,4,"['r', '##als']",1,0.5
9076,9076,ralt,N,4,"['r', '##al', '##t']",2,0.25
9077,9077,ralten,N,6,"['r', '##al', '##ten']",2,0.5
9078,9078,ramper,N,6,"['r', '##amp', '##er']",2,0.5
9079,9079,ran,N,3,"['r', '##an']",1,0.33
9080,9080,rande,N,5,"['r', '##and', '##e']",2,0.4
9081,9081,randplak,N,8,"['r', '##and', '##pl', '##ak']",3,0.5
9082,9082,randsheid,N,9,"['r', '##and', '##s', '##heid']",3,0.56
9083,9083,rane,N,4,"['r', '##an', '##e']",2,0.25
9084,9084,ranen,N,5,"['r', '##an', '##en']",2,0.4
9085,9085,ranfing,N,7,"['r', '##an', '##f', '##ing']",3,0.43
9086,9086,rannen,N,6,"['r', '##an', '##nen']",2,0.5
9087,9087,ranspoen,N,8,"['r', '##an', '##sp', '##oen']",3,0.5
9088,9088,rant,N,4,"['r', '##ant']",1,0.5
9089,9089,rapaal,N,6,"['r', '##ap', '##aal']",2,0.5
9090,9090,rapje,N,5,"['r', '##ap', '##je']",2,0.4
9091,9091,rappig,N,6,"['r', '##ap', '##p', '##ig']",3,0.33
9092,9092,rar,N,3,"['r', '##ar']",1,0.33
9093,9093,rarde,N,5,"['r', '##ard', '##e']",2,0.4
9094,9094,rarden,N,6,"['r', '##ard', '##en']",2,0.5
9095,9095,raren,N,5,"['r', '##aren']",1,0.6
9096,9096,rark,N,4,"['r', '##ar', '##k']",2,0.25
9097,9097,rarkés,N,6,"['r', '##ar', '##k', '##é', '##s']",4,0.17
9098,9098,rarmsloed,N,9,"['r', '##ar', '##m', '##sl', '##oed']",4,0.44
9099,9099,rars,N,4,"['r', '##ar', '##s']",2,0.25
9100,9100,rarst,N,5,"['r', '##ar', '##st']",2,0.4
9101,9101,rarszaan,N,8,"['r', '##ar', '##s', '##z', '##aan']",4,0.38
9102,9102,rart,N,4,"['r', '##art']",1,0.5
9103,9103,rartels,N,7,"['r', '##art', '##els']",2,0.57
9104,9104,rasen,N,5,"['r', '##as', '##en']",2,0.4
9105,9105,raser,N,5,"['r', '##as', '##er']",2,0.4
9106,9106,rasjes,N,6,"['r', '##as', '##jes']",2,0.5
9107,9107,rassems,N,7,"['r', '##ass', '##em', '##s']",3,0.43
9108,9108,rasten,N,6,"['r', '##ast', '##en']",2,0.5
9109,9109,ratt,N,4,"['r', '##at', '##t']",2,0.25
9110,9110,ratut,N,5,"['r', '##at', '##ut']",2,0.4
9111,9111,rau,N,3,"['r', '##a', '##u']",2,0.0
9112,9112,rauk,N,4,"['r', '##a', '##uk']",2,0.25
9113,9113,rauwtje,N,7,"['r', '##a', '##uw', '##t', '##je']",4,0.29
9114,9114,rauwtjes,N,8,"['r', '##a', '##uw', '##t', '##jes']",4,0.38
9115,9115,ravaas,N,6,"['r', '##av', '##aa', '##s']",3,0.33
9116,9116,raveau,N,6,"['r', '##av', '##e', '##a', '##u']",4,0.17
9117,9117,raveaus,N,7,"['r', '##av', '##e', '##a', '##us']",4,0.29
9118,9118,ravend,N,6,"['r', '##av', '##en', '##d']",3,0.33
9119,9119,raxon,N,5,"['r', '##a', '##x', '##on']",3,0.2
9120,9120,razig,N,5,"['r', '##a', '##z', '##ig']",3,0.2
9121,9121,rea,N,3,"['re', '##a']",1,0.33
9122,9122,reb,N,3,"['re', '##b']",1,0.33
9123,9123,recald,N,6,"['re', '##c', '##al', '##d']",3,0.33
9124,9124,rech,N,4,"['re', '##ch']",1,0.5
9125,9125,rechtam,N,7,"['recht', '##am']",1,0.71
9126,9126,rechtboom,N,9,"['recht', '##b', '##oo', '##m']",3,0.56
9127,9127,rechtman,N,8,"['recht', '##man']",1,0.75
9128,9128,rechtpaak,N,9,"['recht', '##p', '##aak']",2,0.67
9129,9129,rechtstrijk,N,11,"['recht', '##st', '##rijk']",2,0.73
9130,9130,rechtstrooms,N,12,"['recht', '##st', '##ro', '##om', '##s']",4,0.58
9131,9131,redieu,N,6,"['re', '##d', '##ie', '##u']",3,0.33
9132,9132,redings,N,7,"['re', '##d', '##ings']",2,0.57
9133,9133,reduil,N,6,"['re', '##d', '##ui', '##l']",3,0.33
9134,9134,reedien,N,7,"['re', '##ed', '##ien']",2,0.57
9135,9135,reedling,N,8,"['re', '##ed', '##l', '##ing']",3,0.5
9136,9136,reedlings,N,9,"['re', '##ed', '##l', '##ings']",3,0.56
9137,9137,reekt,N,5,"['re', '##ek', '##t']",2,0.4
9138,9138,reelde,N,6,"['re', '##eld', '##e']",2,0.5
9139,9139,reeltje,N,7,"['re', '##elt', '##je']",2,0.57
9140,9140,reem,N,4,"['re', '##em']",1,0.5
9141,9141,reepkost,N,8,"['re', '##e', '##p', '##k', '##os', '##t']",5,0.25
9142,9142,reer,N,4,"['re', '##er']",1,0.5
9143,9143,reers,N,5,"['re', '##ers']",1,0.6
9144,9144,reert,N,5,"['re', '##er', '##t']",2,0.4
9145,9145,reertjes,N,8,"['re', '##er', '##t', '##jes']",3,0.5
9146,9146,reesen,N,6,"['re', '##es', '##en']",2,0.5
9147,9147,reest,N,5,"['re', '##es', '##t']",2,0.4
9148,9148,reewik,N,6,"['re', '##e', '##w', '##ik']",3,0.33
9149,9149,refern,N,6,"['re', '##f', '##er', '##n']",3,0.33
9150,9150,refluin,N,7,"['re', '##f', '##l', '##ui', '##n']",4,0.29
9151,9151,rege,N,4,"['re', '##ge']",1,0.5
9152,9152,regiers,N,7,"['re', '##g', '##ier', '##s']",3,0.43
9153,9153,regoirs,N,7,"['re', '##g', '##o', '##ir', '##s']",4,0.29
9154,9154,regorm,N,6,"['re', '##g', '##orm']",2,0.5
9155,9155,reid,N,4,"['re', '##id']",1,0.5
9156,9156,reïef,N,5,"['re', '##ï', '##e', '##f']",3,0.2
9157,9157,reiltje,N,7,"['re', '##il', '##t', '##je']",3,0.43
9158,9158,reiltjes,N,8,"['re', '##il', '##t', '##jes']",3,0.5
9159,9159,reinde,N,6,"['re', '##ind', '##e']",2,0.5
9160,9160,reinden,N,7,"['re', '##ind', '##en']",2,0.57
9161,9161,reinsman,N,8,"['re', '##in', '##s', '##man']",3,0.5
9162,9162,reiren,N,6,"['re', '##ire', '##n']",2,0.5
9163,9163,reirend,N,7,"['re', '##ire', '##n', '##d']",3,0.43
9164,9164,reisbool,N,8,"['re', '##is', '##b', '##oo', '##l']",4,0.38
9165,9165,reiten,N,6,"['re', '##ite', '##n']",2,0.5
9166,9166,reites,N,6,"['re', '##ite', '##s']",2,0.5
9167,9167,reiven,N,6,"['re', '##iv', '##en']",2,0.5
9168,9168,reize,N,5,"['re', '##iz', '##e']",2,0.4
9169,9169,reke,N,4,"['re', '##ke']",1,0.5
9170,9170,reker,N,5,"['re', '##ker']",1,0.6
9171,9171,rekers,N,6,"['re', '##ker', '##s']",2,0.5
9172,9172,reknoet,N,7,"['re', '##k', '##n', '##oet']",3,0.43
9173,9173,rekoe,N,5,"['re', '##k', '##oe']",2,0.4
9174,9174,rekst,N,5,"['re', '##k', '##st']",2,0.4
9175,9175,rekstad,N,7,"['re', '##k', '##st', '##ad']",3,0.43
9176,9176,reler,N,5,"['re', '##le', '##r']",2,0.4
9177,9177,relle,N,5,"['re', '##l', '##le']",2,0.4
9178,9178,relues,N,6,"['re', '##l', '##u', '##es']",3,0.33
9179,9179,remen,N,5,"['re', '##men']",1,0.6
9180,9180,rempen,N,6,"['re', '##mp', '##en']",2,0.5
9181,9181,rends,N,5,"['re', '##n', '##d', '##s']",3,0.2
9182,9182,renken,N,6,"['re', '##n', '##ken']",2,0.5
9183,9183,renking,N,7,"['re', '##n', '##k', '##ing']",3,0.43
9184,9184,renkons,N,7,"['re', '##n', '##k', '##on', '##s']",4,0.29
9185,9185,rens,N,4,"['re', '##n', '##s']",2,0.25
9186,9186,rensant,N,7,"['re', '##n', '##s', '##ant']",3,0.43
9187,9187,rensen,N,6,"['re', '##n', '##sen']",2,0.5
9188,9188,rentje,N,6,"['re', '##n', '##t', '##je']",3,0.33
9189,9189,rentjes,N,7,"['re', '##n', '##t', '##jes']",3,0.43
9190,9190,renverk,N,7,"['re', '##n', '##ver', '##k']",3,0.43
9191,9191,repaas,N,6,"['re', '##p', '##aa', '##s']",3,0.33
9192,9192,rer,N,3,"['re', '##r']",1,0.33
9193,9193,reren,N,5,"['re', '##ren']",1,0.6
9194,9194,rering,N,6,"['re', '##r', '##ing']",2,0.5
9195,9195,rervend,N,7,"['re', '##r', '##ven', '##d']",3,0.43
9196,9196,res,N,3,"['re', '##s']",1,0.33
9197,9197,resde,N,5,"['re', '##s', '##de']",2,0.4
9198,9198,resen,N,5,"['re', '##sen']",1,0.6
9199,9199,reskoet,N,7,"['re', '##s', '##k', '##oet']",3,0.43
9200,9200,resoogst,N,8,"['re', '##s', '##oog', '##st']",3,0.5
9201,9201,respang,N,7,"['re', '##sp', '##ang']",2,0.57
9202,9202,ressen,N,6,"['re', '##ss', '##en']",2,0.5
9203,9203,ressie,N,6,"['re', '##ss', '##ie']",2,0.5
9204,9204,reste,N,5,"['re', '##ste']",1,0.6
9205,9205,rester,N,6,"['re', '##ster']",1,0.67
9206,9206,resters,N,7,"['re', '##ster', '##s']",2,0.57
9207,9207,ret,N,3,"['re', '##t']",1,0.33
9208,9208,reter,N,5,"['re', '##ter']",1,0.6
9209,9209,retimes,N,7,"['re', '##t', '##im', '##es']",3,0.43
9210,9210,retje,N,5,"['re', '##t', '##je']",2,0.4
9211,9211,retjes,N,6,"['re', '##t', '##jes']",2,0.5
9212,9212,retoes,N,6,"['re', '##t', '##oe', '##s']",3,0.33
9213,9213,rets,N,4,"['re', '##t', '##s']",2,0.25
9214,9214,rette,N,5,"['re', '##t', '##te']",2,0.4
9215,9215,retten,N,6,"['re', '##t', '##ten']",2,0.5
9216,9216,retter,N,6,"['re', '##t', '##ter']",2,0.5
9217,9217,reude,N,5,"['re', '##ud', '##e']",2,0.4
9218,9218,reuden,N,6,"['re', '##ud', '##en']",2,0.5
9219,9219,reug,N,4,"['re', '##ug']",1,0.5
9220,9220,reugd,N,5,"['re', '##ug', '##d']",2,0.4
9221,9221,reuger,N,6,"['re', '##ug', '##er']",2,0.5
9222,9222,reul,N,4,"['re', '##ul']",1,0.5
9223,9223,reun,N,4,"['re', '##un']",1,0.5
9224,9224,reunen,N,6,"['re', '##un', '##en']",2,0.5
